2,125
4,112
5,128
26,113
29,134
7,109
13,117
14,126
17,101
30,121
12,145
16,113
34,127
36,130
23,117
31,118
32,116
27,129
35,121
6,134
25,140
8,112
11,101
22,134
19,111
21,123
3,104
24,134
20,113
1,121
9,131
15,121
10,125
33,117
28,110
18,112
