2,125,14
4,112,12
5,128,14
26,113,13
29,134,15
7,109,12
13,117,13
14,126,14
17,101,11
30,121,13
12,145,16
16,113,13
34,127,14
36,130,14
23,117,13
31,118,13
32,116,13
27,129,14
35,121,13
6,134,15
25,140,16
8,112,12
11,101,11
22,134,15
19,111,12
21,123,14
3,104,11
24,134,15
20,113,13
1,121,13
9,131,15
15,121,13
10,125,14
33,117,13
28,110,12
18,112,12
